evid;dt;opid;dispid;rsname;mcssn;mcsname;msuid;msuname;grpname;typeid;direction;statusid;description;duration;notRead;recorded;media;extdispid;soundfile;trgid;trgname;grpid;loneworker;addInfo;sourceid;userName;source_name;target_name;source_uid;target_uid;channel_id;is_server_event
128269;2025-04-19 00:22:07.470;1;bc0599df84a340d6a428da8322e22082;Central;511TSD5111;VOICE MANOUBA;NULL;NULL;;0;0;3;MANOUBA (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة فوج التدخل بالمرناقية34565;VOICE MANOUBA;dmr:11045020@subscribers.global;dmr:6505@subscribers.global;22020320;0
128270;2025-04-19 00:29:35.120;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فوج التدخل بنعسان;VOIX TUNIS;dmr:11105039@subscribers.global;dmr:6505@subscribers.global;17826016;0
128271;2025-04-19 00:29:35.120;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فوج التدخل بنعسان);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فوج التدخل بنعسان;All Call;dmr:11105039@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128272;2025-04-19 00:29:37.397;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فوج التدخل بنعسان);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فوج التدخل بنعسان;All Call;dmr:11105039@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128273;2025-04-19 00:29:41.183;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فوج التدخل بنعسان);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فوج التدخل بنعسان;All Call;dmr:11105039@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128274;2025-04-19 00:29:52.670;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة فوج التندخل بنعسان 35580;VOIX TUNIS;dmr:11105034@subscribers.global;dmr:6505@subscribers.global;17826016;0
128275;2025-04-19 00:30:06.730;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة فوج التندخل بنعسان 35580);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة فوج التندخل بنعسان 35580;All Call;dmr:11105034@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128276;2025-04-19 00:30:09.917;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فوج التدخل بنعسان);5;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فوج التدخل بنعسان;All Call;dmr:11105039@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128277;2025-04-19 00:30:15.037;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة فوج التندخل بنعسان 35580);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة فوج التندخل بنعسان 35580;All Call;dmr:11105034@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128278;2025-04-19 00:30:25.057;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;;0;0;2;BEN AROUS (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;المركز البحري بالزهراء;VOIX BEN AROUS;dmr:11817036@subscribers.global;dmr:6505@subscribers.global;19923168;0
128279;2025-04-19 00:30:26.117;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فوج التدخل بنعسان);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فوج التدخل بنعسان;All Call;dmr:11105039@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128280;2025-04-19 00:30:28.883;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فوج التدخل بنعسان);6;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فوج التدخل بنعسان;All Call;dmr:11105039@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128281;2025-04-19 00:30:34.417;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة فوج التندخل بنعسان 35580);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة فوج التندخل بنعسان 35580;All Call;dmr:11105034@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128282;2025-04-19 00:30:37.877;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فوج التدخل بنعسان);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فوج التدخل بنعسان;All Call;dmr:11105039@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128283;2025-04-19 00:30:43.950;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة فوج التندخل بنعسان 35580);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة فوج التندخل بنعسان 35580;All Call;dmr:11105034@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128284;2025-04-19 00:32:14.163;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;3;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فوج التدخل المركزي;VOIX TUNIS;dmr:11003023@subscribers.global;dmr:6505@subscribers.global;17826016;0
128285;2025-04-19 00:32:36.597;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فوج التدخل المركزي;VOIX TUNIS;dmr:11003023@subscribers.global;dmr:6505@subscribers.global;17826016;0
128286;2025-04-19 00:32:58.210;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فوج التدخل المركزي);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فوج التدخل المركزي;All Call;dmr:11003023@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128287;2025-04-19 00:40:05.380;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فو الطلائع المركزي;VOIX TUNIS;dmr:11002011@subscribers.global;dmr:6505@subscribers.global;17826016;0
128288;2025-04-19 00:43:35.830;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;;0;0;2;Canal 1 (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;13070027;VOIX HAWARIA;dmr:13070027@subscribers.global;dmr:16448250@subscribers.global;28311776;0
128289;2025-04-19 00:43:45.840;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;;0;0;2;Canal 1 (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;13070034;VOIX HAWARIA;dmr:13070034@subscribers.global;dmr:16448250@subscribers.global;28311776;0
128290;2025-04-19 00:45:23.460;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة امن عمومي شرفش);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة امن عمومي شرفش;All Call;dmr:11062037@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128291;2025-04-19 00:45:23.993;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة امن عمومي شرفش);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة امن عمومي شرفش;All Call;dmr:11062037@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128292;2025-04-19 00:45:28.367;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة امن عمومي شرفش);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة امن عمومي شرفش;All Call;dmr:11062037@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128293;2025-04-19 00:45:39.647;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات المنيهلة;All Call;dmr:11092001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128294;2025-04-19 00:45:40.487;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات المنيهلة;All Call;dmr:11092001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128295;2025-04-19 00:45:41.323;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات المنيهلة;All Call;dmr:11092001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128296;2025-04-19 00:57:01.560;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;امن عمومي المنيهلة;VOIX TUNIS;dmr:11092003@subscribers.global;dmr:6505@subscribers.global;17826016;0
128297;2025-04-19 00:57:11.570;1;bc0599df84a340d6a428da8322e22082;Central;511TSD5111;VOICE MANOUBA;NULL;NULL;;0;0;2;MANOUBA (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة أمن عمومي منوبة 27120;VOICE MANOUBA;dmr:11032055@subscribers.global;dmr:6505@subscribers.global;22020320;0
128298;2025-04-19 01:09:04.873;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;All Call;1;0;5;BEN AROUS (1:1) (مركز أمن عمومي بومهل);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز أمن عمومي بومهل;All Call;dmr:11112001@subscribers.global;dmr:all@wides.19923168.global;19923168;0
128299;2025-04-19 01:09:05.780;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;All Call;1;0;5;BEN AROUS (1:1) (مركز أمن عمومي بومهل);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز أمن عمومي بومهل;All Call;dmr:11112001@subscribers.global;dmr:all@wides.19923168.global;19923168;0
128300;2025-04-19 01:11:07.350;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;;0;0;2;BEN AROUS (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة أمن عمومي حمام الشط 36792;VOIX BEN AROUS;dmr:11112052@subscribers.global;dmr:6505@subscribers.global;19923168;0
128301;2025-04-19 01:12:07.377;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الطريق العمومي المنيهلة;VOIX TUNIS;dmr:11092006@subscribers.global;dmr:6505@subscribers.global;17826016;0
128302;2025-04-19 01:20:42.837;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور أريانة;VOIX TUNIS;dmr:11063006@subscribers.global;dmr:6505@subscribers.global;17826016;0
128303;2025-04-19 01:21:25.183;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز أمن عمومي الصنهاجي;VOIX TUNIS;dmr:11092025@subscribers.global;dmr:6505@subscribers.global;17826016;0
128304;2025-04-19 01:21:25.183;1;bc0599df84a340d6a428da8322e22082;Central;—;—;NULL;NULL;;0;0;1;;0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز أمن عمومي الصنهاجي;18874592;dmr:11092025@subscribers.global;NULL;0;0
128305;2025-04-19 01:22:09.533;1;bc0599df84a340d6a428da8322e22082;Central;—;—;NULL;NULL;;0;0;2;;0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز أمن عمومي الصنهاجي;18874592;dmr:11092025@subscribers.global;NULL;0;0
128306;2025-04-19 01:22:09.533;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز أمن عمومي الصنهاجي;VOIX TUNIS;dmr:11092025@subscribers.global;dmr:6505@subscribers.global;17826016;0
128307;2025-04-19 01:25:48.180;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور المنيهلة;VOIX TUNIS;dmr:11093012@subscribers.global;dmr:6505@subscribers.global;17826016;0
128308;2025-04-19 01:26:28.273;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;الفرقةالعدلية المنيهلة;VOIX TUNIS;dmr:11094006@subscribers.global;dmr:6505@subscribers.global;17826016;0
128309;2025-04-19 01:43:01.930;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;All Call;1;0;5;BEN AROUS (1:1) (مركز أمن عمومي بومهل);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز أمن عمومي بومهل;All Call;dmr:11112001@subscribers.global;dmr:all@wides.19923168.global;19923168;0
128310;2025-04-19 01:50:27.860;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة فرقة طريق عمومي المنيهلة34556;VOIX TUNIS;dmr:11092033@subscribers.global;dmr:6505@subscribers.global;17826016;0
128311;2025-04-19 01:50:36.873;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (سيارة فرقة طريق عمومي المنيهلة34556);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة فرقة طريق عمومي المنيهلة34556;All Call;dmr:11092033@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128312;2025-04-19 02:02:25.420;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;;0;0;2;BEN AROUS (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات المنطقة البحرية تونس;VOIX BEN AROUS;dmr:11817062@subscribers.global;dmr:6505@subscribers.global;19923168;0
128313;2025-04-19 02:02:30.457;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات المنطقة البحرية تونس;VOIX TUNIS;dmr:11817000@subscribers.global;dmr:6505@subscribers.global;17826016;0
128314;2025-04-19 02:05:33.020;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;All Call;1;0;5;BEN AROUS (1:1) (مركز أمن عمومي بومهل);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز أمن عمومي بومهل;All Call;dmr:11112001@subscribers.global;dmr:all@wides.19923168.global;19923168;0
128315;2025-04-19 02:05:33.920;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;All Call;1;0;5;BEN AROUS (1:1) (مركز أمن عمومي بومهل);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز أمن عمومي بومهل;All Call;dmr:11112001@subscribers.global;dmr:all@wides.19923168.global;19923168;0
128316;2025-04-19 02:12:55.980;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;All Call;1;0;5;BEN AROUS (1:1) (مركز أمن عمومي بومهل);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز أمن عمومي بومهل;All Call;dmr:11112001@subscribers.global;dmr:all@wides.19923168.global;19923168;0
128317;2025-04-19 02:14:05.993;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات منطقة حدائق المنزه;VOIX TUNIS;dmr:11082000@subscribers.global;dmr:6505@subscribers.global;17826016;0
128318;2025-04-19 02:15:35.817;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;;0;0;1;BEN AROUS (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة أمن عمومي حمام الشط 36792;VOIX BEN AROUS;dmr:11112052@subscribers.global;dmr:6505@subscribers.global;19923168;0
128319;2025-04-19 02:15:35.817;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;All Call;1;0;5;BEN AROUS (1:1) (سيارة أمن عمومي حمام الشط 36792);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة أمن عمومي حمام الشط 36792;All Call;dmr:11112052@subscribers.global;dmr:all@wides.19923168.global;19923168;0
128320;2025-04-19 02:38:06.690;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;;0;0;3;Canal 1 (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة أمن عمومي زاوية المقايز29562;VOIX HAWARIA;dmr:11202063@subscribers.global;dmr:16448250@subscribers.global;28311776;0
128321;2025-04-19 02:50:43.250;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فوج التدخل بنعسان;VOIX TUNIS;dmr:11105039@subscribers.global;dmr:6505@subscribers.global;17826016;0
128322;2025-04-19 03:05:09.303;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة م م م والمواد الخطرة بالمنيهلة;VOIX TUNIS;dmr:11092030@subscribers.global;dmr:6505@subscribers.global;17826016;0
128323;2025-04-19 03:05:44.173;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات المنيهلة;VOIX TUNIS;dmr:11092001@subscribers.global;dmr:6505@subscribers.global;17826016;0
128324;2025-04-19 03:30:47.613;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;;0;0;3;BEN AROUS (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة أمن عمومي حمام الشط 36792;VOIX BEN AROUS;dmr:11112052@subscribers.global;dmr:6505@subscribers.global;19923168;0
128325;2025-04-19 03:37:39.367;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;All Call;1;0;5;BEN AROUS (1:1) (مرور مرناق);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مرور مرناق;All Call;dmr:11133009@subscribers.global;dmr:all@wides.19923168.global;19923168;0
128326;2025-04-19 03:37:44.043;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;All Call;1;0;5;BEN AROUS (1:1) (مرور مرناق);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مرور مرناق;All Call;dmr:11133009@subscribers.global;dmr:all@wides.19923168.global;19923168;0
128327;2025-04-19 04:09:13.273;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;All Call;1;0;5;BEN AROUS (1:1) (مرور مرناق);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مرور مرناق;All Call;dmr:11133009@subscribers.global;dmr:all@wides.19923168.global;19923168;0
128328;2025-04-19 04:09:28.123;1;bc0599df84a340d6a428da8322e22082;Central;511TSD5111;VOICE MANOUBA;NULL;NULL;;0;0;1;MANOUBA (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة أمن عمومي منوبة 27120;VOICE MANOUBA;dmr:11032055@subscribers.global;dmr:6505@subscribers.global;22020320;0
128329;2025-04-19 04:11:22.977;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات المنيهلة;VOIX TUNIS;dmr:11092001@subscribers.global;dmr:6505@subscribers.global;17826016;0
128330;2025-04-19 04:11:22.977;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات المنيهلة;All Call;dmr:11092001@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128331;2025-04-19 04:32:59.307;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;;0;0;2;BEN AROUS (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز أمن عمومي بومهل;VOIX BEN AROUS;dmr:11112001@subscribers.global;dmr:6505@subscribers.global;19923168;0
128332;2025-04-19 04:48:07.810;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;;0;0;1;BEN AROUS (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;النقطة القارة كلم22 برج السدرية;VOIX BEN AROUS;dmr:11113013@subscribers.global;dmr:6505@subscribers.global;19923168;0
128333;2025-04-19 05:08:12.973;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;All Call;1;0;5;BEN AROUS (1:1) (مركز مرور تونس);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور تونس;All Call;dmr:11023005@subscribers.global;dmr:all@wides.19923168.global;19923168;0
128334;2025-04-19 05:16:36.667;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;;0;0;1;BEN AROUS (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور المحمدية;VOIX BEN AROUS;dmr:11123001@subscribers.global;dmr:6505@subscribers.global;19923168;0
128335;2025-04-19 05:18:43.710;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مرور فوشانة06;VOIX TUNIS;dmr:11133006@subscribers.global;dmr:6505@subscribers.global;17826016;0
128336;2025-04-19 05:18:43.710;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مرور فوشانة06);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مرور فوشانة06;All Call;dmr:11133006@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128337;2025-04-19 05:18:57.987;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;الفرقةالعدليةالمنيهلة;VOIX TUNIS;dmr:11094004@subscribers.global;dmr:6505@subscribers.global;17826016;0
128338;2025-04-19 05:18:57.987;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (الفرقةالعدليةالمنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;الفرقةالعدليةالمنيهلة;All Call;dmr:11094004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
